airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,1
Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,1
Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,1
Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,1
Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,1
AirAsia,I5-747,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.25,1
