confidence
0.99381447
0.9457639
0.97048753
0.9661745
0.9695683
0.954362
0.9262498
0.9519638
0.9889677
0.95575076
0.9965732
0.9949163
0.94922256
0.9394471
0.97651106
0.9693756
0.96653515
0.96857554
0.9541875
0.95774853
0.9756414
0.96389526
0.99976283
0.94258124
0.9082405
0.954742
0.9681649
0.98765093
0.96446323
0.98784655
0.9881264
0.96895087
0.9852711
0.91776127
0.985095
0.98394334
0.9485328
0.9466273
0.96779925
0.9768485
0.9808322
0.9587684
0.9799801
0.9701321
0.9668249
0.9718878
0.9416542
0.9654305
0.9868841
0.9868275
0.94850045
0.9879538
0.95580465
0.99899906
0.9585895
0.9816164
0.9527478
0.97925
0.9589228
0.9479482
0.93079793
0.98589814
0.9554108
0.93502194
0.97850776
0.9648841
0.9615869
0.94924855
0.98507166
0.995439
0.95949847
0.9447129
0.97627866
0.9260868
0.94743335
0.9840963
0.9616531
0.9784025
0.9591532
0.9407979
0.89880496
0.90532595
0.9898156
0.9630148
0.9868168
0.98344696
0.97667503
0.98507416
0.95831156
0.90875685
0.96787673
0.9348334
0.99480516
0.978534
0.99140596
0.9749638
0.96307945
0.9417854
0.9274303
0.9676932
0.976192
0.9049779
0.9629104
0.9665922
0.96444184
0.98597914
0.97800225
0.98824453
0.9713031
0.9802782
0.95722
0.9762453
0.9794685
0.9751449
0.94221646
0.987212
0.9913089
0.99145925
0.9960652
0.97846425
0.9603228
0.98099303
0.97515285
0.96091175
0.90929675
0.9802256
0.9734779
0.94049007
0.92773044
0.97115797
0.98375124
0.9506551
0.9900988
0.9575758
0.9660963
0.95427155
0.976255
0.97234803
0.94002444
0.99570906
0.9631119
0.930442
0.9538644
0.9790091
0.92097896
0.93384665
0.967319
0.95142686
0.9771214
0.96794856
0.94647574
0.9401345
0.95261365
0.9291015
0.9751278
0.97808456
0.95907444
0.9501577
0.97161645
0.9375561
0.94056946
0.95344484
0.9946101
0.9198854
0.97045803
0.94583577
0.9491641
0.99123424
0.97328985
0.9851136
0.92687786
0.9951073
0.9883745
0.9137002
0.94327325
0.98935634
0.9536044
0.9923955
0.90041673
0.9569673
0.974441
0.94674677
0.9532988
0.96917033
0.8861299
0.91466606
0.9999999
0.95940024
0.95086884
0.9897069
0.94608015
0.9759208
0.9783236
0.9866763
0.9933896
0.94117266
0.98715913
0.9101943
0.9836271
0.93906665
0.9788972
0.9564931
0.95939463
0.9819157
0.9678078
0.93369436
0.9744699
0.97292376
0.9839774
0.96752685
0.9584951
0.97537905
0.9655467
0.9537008
0.9604894
0.98481673
0.9653103
0.90285593
0.9474126
0.9931157
0.96514446
0.98317784
0.97402906
0.96609885
0.9591295
0.961685
0.9652556
0.97538435
0.97139174
0.96567255
0.93380815
0.966085
0.9636922
0.9852367
0.9727773
0.9534328
0.9885324
0.9766887
0.9560397
0.9928483
0.966901
0.98731184
0.99209565
0.9862335
0.9942379
0.9861129
0.98750323
0.99112177
0.9590582
0.9836324
0.9598457
0.969198
0.98329157
0.9958276
0.96608704
0.9923579
0.96753657
0.98034465
0.94475585
0.9934197
0.96973294
0.98923475
0.967556
0.96996945
0.9774116
0.9224153
0.9876029
0.99441755
0.97255063
0.92236507
0.95114684
0.99494064
0.97697484
0.9783936
0.9751542
0.9508416
0.97619814
0.9304722
0.9842479
0.96083593
0.9879076
0.99112904
0.9944364
0.9617044
0.96335584
0.9993594
0.92304796
0.9686784
0.9594543
0.9483619
0.98682433
0.9882311
0.920315
0.98666334
0.9921893
0.9648109
0.93875724
0.98947453
0.98396724
0.92159265
0.95473814
0.99721885
0.98914623
0.9856134
0.9955011
0.98410577
0.9541745
0.9796214
0.954356
0.96957636
0.9532759
0.9949817
0.9814394
0.9034276
0.9610157
0.9726261
0.9523522
0.9810712
0.94424987
0.95060855
0.9702013
0.9427605
0.97033036
0.96420217
0.9429109
0.96359456
0.9629646
0.9505771
0.9899065
0.89703244
0.9824004
0.96055967
0.906989
0.9159209
0.9433986
0.9724461
0.96222585
0.9669242
0.9553268
0.9816613
0.94624144
0.98083466
0.9640373
0.9877446
0.9629438
0.94358
0.9755991
0.94426906
0.9264745
0.93610036
0.9765362
0.9666784
0.921546
0.9788127
0.9913749
0.9732891
0.9824812
0.9934942
0.98744684
0.9233863
0.962262
0.9593842
0.9504077
0.9483676
0.9770588
0.9900283
0.9391831
0.95535314
0.95424974
0.96875453
0.96236926
0.9773915
0.95072305
0.94179845
0.9685846
0.98189354
0.9932986
0.9708349
0.9873963
0.96730506
0.97023153
0.96770734
0.9324908
0.9398922
0.9563713
0.9909174
0.94645107
0.9771006
0.95500445
0.9675698
0.9644238
0.9694976
0.9950111
0.9880614
0.989935
0.9807717
0.9491855
0.96728456
0.9883555
0.98005784
0.92864776
0.97316194
0.942976
0.9611667
0.96685266
0.9514299
0.9695952
0.96598643
0.9787611
0.9538347
0.9826315
0.99050736
0.9923834
0.9884461
0.9792463
0.96324015
0.998909
0.9223368
0.9739112
0.960359
0.94857377
0.9435752
0.9533909
0.96198064
0.98539287
0.9578475
0.95022583
0.97018325
0.9853371
0.9675426
0.96097
0.9628748
0.99579793
0.9458236
